price	title	description	link	image_link	id	availability	product_type
4748.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина) Metabo w 18 l 9-125 (602247850)	Болгарка (акумуляторна кутова шліфмашина) metabo w 18 l 9-125 (602247850)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarka-akkumulyatornaya-uglovaya-shlifmashina-metabo-w-18-l-9-125-602247850	https://technocenter.in.ua/image/cache/catalog/Metabo/0224900_l52s_53-400x400.jpg	2784984285	in stock	Електроінструмент
5457.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина)  Vitals Master Als 18125 Kit SmartLine+ (184443)	Болгарка (акумуляторна кутова шліфмашина)  vitals master als 18125 kit SmartLine+ (184443)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarka-akkumulyatornaya-uglovaya-shlifmashina-vitals-master-als-18125-kit-smartline-184443	https://technocenter.in.ua/image/cache/catalog/Vitals/ushm-akkumulyatornaya-vitals-master-als-18125-kit-smartline-10-510x390-400x400.jpg	14723717	in stock	Електроінструмент
2875.00 UAH	Акумуляторний дриль-шурупокрут Metabo Powermaxx BS; Акум. 12V 1X2AH LI-POWER; Зар.Пристрій Lc 12; Наб.Біт 9 шт; Пластиковий Кофр (600984500/1-2а/N1)	Акумуляторний дриль-шурупокрут metabo powermaxx BS; акум. 12V 1X2AH LI-POWER; зар.Пристрій lc 12; наб.Біт 9 шт; пластиковий кофр (600984500/1-2а/N1)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akkumulyatornaya-drel-shurupovert-metabo-powermaxx-bs-akum-12v-1x2ah-li-power-zarustrojstvo-lc-12-nabbit-9-sht-plastikovyj-kofr-6009845001-2an1	https://technocenter.in.ua/image/cache/catalog/Metabo/366444386-400x400.jpg	379429030	in stock	Електроінструмент
2985.00 UAH	Акумуляторний дриль-шурупокрут Metabo Powermaxx  BS; Акум. 12V 1X2AH LI-POWER; Зар.пристрій; Наб.Біт 9 шт; Сумка Для Інструменту (600079550/1-2a/N1)	Акумуляторний дриль-шурупокрут metabo powermaxx  BS; акум. 12V 1X2AH LI-POWER; зар.пристрій; наб.Біт 9 шт; сумка для інструменту (600079550/1-2a/N1)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akumulyatornij-dril-shurupokrut-metabo-powermaxx-bs-akum-12v-1x2ah-li-power-zarpristrij-nabbit-9-sht-sumka-dlya-instrumentu-6000795501-2an1	https://technocenter.in.ua/image/cache/catalog/Metabo/powermaxx-bs-set-0007951_12v_s_51-400x400.jpg	3296967233	in stock	Електроінструмент
2660.13 UAH	Акумуляторний дриль-шуруповерт Powermaxx BS; Акум. 12V 1X2AH LI-POWER; Зар.Пристрій Lc 12; Наб.Біт 9 Шт, Карт.Коробка   (600984000/1-2a/N1)	Акумуляторний дриль-шуруповерт powermaxx BS; акум. 12V 1X2AH LI-POWER; зар.Пристрій lc 12; наб.Біт 9 шт, карт.Коробка   (600984000/1-2a/N1)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akkumulyatornaya-drel-shurupovert-powermaxx-bs-basic-akum-12v-2x2ah-li-power-zar-ustrojstvo-lc-12-nab-bit-9-sht-karton-korobka-6009840001-2an1	https://technocenter.in.ua/image/cache/catalog/Metabo/powermaxx-bs-basic-0098400_12v_20s_51-400x400.jpg	3130089271	in stock	Електроінструмент
2786.00 UAH	Акумуляторний Блок Metabo LI-POWER 18 в – 4,0 А·ГОД (625027000)	Акумуляторний блок metabo LI-POWER 18 в – 4,0 А·ГОД (625027000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akumulyatornij-blok-li-power-18-v-40-god-625027000	https://technocenter.in.ua/image/cache/catalog/Metabo/4%D0%B0-400x400.jpg	1489734285	in stock	Електроінструмент
1857.00 UAH	Акумуляторний Блок Metabo LI-POWER 18 в – 2,0 А·ГОД (625026000)	Акумуляторний блок metabo LI-POWER 18 в – 2,0 А·ГОД (625026000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akumulyatornij-blok-li-power-18-v-20-god-625026000	https://technocenter.in.ua/image/cache/catalog/Metabo/2502600s_51-400x400.jpg	2945877731	in stock	Електроінструмент
2511.00 UAH	Акумуляторний Блок LI-POWER з Гніздом Для Вставки 12 в – 4,0 А·ГОД (625585000)	Акумуляторний блок LI-POWER з гніздом для вставки 12 в – 4,0 А·ГОД (625585000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akumulyatornij-blok-li-power-z-gnizdom-dlya-vstavki-12-v-40-god-625585000	https://technocenter.in.ua/image/cache/catalog/Metabo/12%D0%92%D1%82%204%D0%B0-400x400.jpg	3511016075	in stock	Електроінструмент
981.96 UAH	Акумуляторний Блок LI-POWER з Гніздом Для Вставки 12 в – 2,0 А·ГОД (625438000)	Акумуляторний блок LI-POWER з гніздом для вставки 12 в – 2,0 А·ГОД (625438000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/akumulyatornij-blok-li-power-z-gnizdom-dlya-vstavki-12-v-20-god-625438000	https://technocenter.in.ua/image/cache/catalog/Metabo/%2012%D0%B2%202%D0%B0-400x400.jpg	1639147461	in stock	Електроінструмент
4128.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина)  Metabo w 18 7-125 (602371850)	Болгарка (акумуляторна кутова шліфмашина)  metabo w 18 7-125 (602371850)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie?product_id=18869	https://technocenter.in.ua/image/cache/catalog/w-18-7-125-0237184s_51-400x400.jpg	3363365077	in stock	Електроінструмент
2023.00 UAH	Батарея Акумуляторна Vitals Asl 1840P Smartline	Батарея акумуляторна vitals asl 1840P smartline	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/batareya-akumulyatorna-vitals-asl-1840p-smartline	https://technocenter.in.ua/image/cache/catalog/1820-P/batareya-akkum-vitals-asl-1840p-1-1000x765-400x400.jpg	1879311083	in stock	Акумулятори
968.00 UAH	Батарея Акумуляторна Vitals Asl 1820P Smartline	Батарея акумуляторна vitals asl 1820P smartline	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/batareya-akumulyatorna-vitals-asl-1820p-smartline	https://technocenter.in.ua/image/cache/catalog/2gen/batareya-akkum-vitals-asl-1820p-1-1000x1000-400x400.jpg	2723498472	in stock	Акумулятори
2786.00 UAH	Акумуляторний Блок Metabo LI-POWER 18 в – 4,0 А·ГОД (625027000)	Акумуляторний блок metabo LI-POWER 18 в – 4,0 А·ГОД (625027000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyatornij-blok-li-power-18-v-40-god-625027000	https://technocenter.in.ua/image/cache/catalog/Metabo/4%D0%B0-400x400.jpg	3804870720	in stock	Акумулятори
1857.00 UAH	Акумуляторний Блок Metabo LI-POWER 18 в – 2,0 А·ГОД (625026000)	Акумуляторний блок metabo LI-POWER 18 в – 2,0 А·ГОД (625026000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyatornij-blok-li-power-18-v-20-god-625026000	https://technocenter.in.ua/image/cache/catalog/Metabo/2502600s_51-400x400.jpg	1181668174	in stock	Акумулятори
2511.00 UAH	Акумуляторний Блок LI-POWER з Гніздом Для Вставки 12 в – 4,0 А·ГОД (625585000)	Акумуляторний блок LI-POWER з гніздом для вставки 12 в – 4,0 А·ГОД (625585000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyatornij-blok-li-power-z-gnizdom-dlya-vstavki-12-v-40-god-625585000	https://technocenter.in.ua/image/cache/catalog/Metabo/12%D0%92%D1%82%204%D0%B0-400x400.jpg	3797284264	in stock	Акумулятори
981.96 UAH	Акумуляторний Блок LI-POWER з Гніздом Для Вставки 12 в – 2,0 А·ГОД (625438000)	Акумуляторний блок LI-POWER з гніздом для вставки 12 в – 2,0 А·ГОД (625438000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyatornij-blok-li-power-z-gnizdom-dlya-vstavki-12-v-20-god-625438000	https://technocenter.in.ua/image/cache/catalog/Metabo/%2012%D0%B2%202%D0%B0-400x400.jpg	3235054171	in stock	Акумулятори
5159.00 UAH	Акумулятор Makita Lxt BL1860B	Акумулятор makita lxt BL1860B	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyator-makita-lxt-bl1860b	https://technocenter.in.ua/image/cache/catalog/2gen/gfkdjjjjjjjjjjjjjjjjjjj-400x400.jpg	2924557775	in stock	Акумулятори
4314.00 UAH	Акумулятор Makita Lxt BL1840B	Акумулятор makita lxt BL1840B	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyator-makita-lxt-bl1840b	https://technocenter.in.ua/image/cache/catalog/2gen/Li-ion%20BL1840B-500x500-400x400.jpg	995588053	in stock	Акумулятори
3300.00 UAH	Акумулятор Makita Lxt BL1830B	Акумулятор makita lxt BL1830B	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyator-makita-lxt-bl1830b	https://technocenter.in.ua/image/cache/catalog/2gen/LXT%20BL1830B%20Li-Ion%2C-500x500-400x400.jpg	74139592	in stock	Акумулятори
3100.00 UAH	Акумулятор Makita Lxt BL1815N	Акумулятор makita lxt BL1815N	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/batarey/akumulyator-makita-lxt-bl1815n	https://technocenter.in.ua/image/cache/catalog/2gen/makita_632a54-1-500x500-400x400.jpg	2528360990	in stock	Акумулятори
1995.00 UAH	Болгарка (Кутова Шліфмашина) Vitals MasterLs12110BRvc power+	Болгарка (кутова шліфмашина) vitals MasterLs12110BRvc power+	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=19182	https://technocenter.in.ua/image/cache/catalog/1820-P/ls-12110brvc-power-1-1000x765-1-400x400.jpg	33017849	in stock	Болгарки
2917.00 UAH	Болгарка (Кутова Шліфмашина) Vitals Master Ls1818HLs (152885)	Болгарка (кутова шліфмашина) vitals master Ls1818HLs (152885)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/bolgarka-uglovaya-shlifmashina-vitals-master-ls1818hls-152885	https://technocenter.in.ua/image/cache/catalog/Vitals/ls-1272-hl_1-1000x765-400x400.jpg	484181662	in stock	Болгарки
2731.00 UAH	Болгарка (Кутова Шліфмашина) Vitals Master Ls1813HLv (144874)	Болгарка (кутова шліфмашина) vitals master Ls1813HLv (144874)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/ushm-vitals-master-ls1813hlv	https://technocenter.in.ua/image/cache/catalog/1820-P/ls-1813hlv-1-1000x765-400x400.jpg	1648222017	in stock	Болгарки
1306.00 UAH	Болгарка (Кутова Шліфмашина) Vitals Master Ls 1272HL (43106)	Болгарка (кутова шліфмашина) vitals master ls 1272HL (43106)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/bolgarka-akumulyatorna-kutova-shlifmashina-vitals-master-ls-1272hl-43106	https://technocenter.in.ua/image/cache/catalog/Vitals/ls-1272-hl_1-1000x765-400x400.jpg	806380089	in stock	Болгарки
3864.00 UAH	Болгарка (Кутова Шліфмашина)  Vitals Master Ls 2324BRc Power+ (80535)	Болгарка (кутова шліфмашина)  vitals master ls 2324BRc Power+ (80535)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kshm-vitals-master-ls-2324brc-power	https://technocenter.in.ua/image/cache/catalog/1820-P/ls-2324brc-power+_1-1000x765-400x400.jpg	1917468615	in stock	Болгарки
1608.00 UAH	Болгарка (Кутова Шліфмашина)  Vitals Master Ls 1286HLv (43105)	Болгарка (кутова шліфмашина)  vitals master ls 1286HLv (43105)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kshm-vitals-master-ls-1286hlv	https://technocenter.in.ua/image/cache/catalog/1820-P/ls-1286-hlv_1-1000x765-400x400.jpg	716638448	in stock	Болгарки
1595.00 UAH	Болгарка (Кутова Шліфмашина)  Vitals Master Ls 1275BRc (90329)	Болгарка (кутова шліфмашина)  vitals master ls 1275BRc (90329)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/ushm-vitals-master-ls-1275brc	https://technocenter.in.ua/image/cache/catalog/1820-P/ls-1275-brc_1-1000x765-400x400.jpg	590444364	in stock	Болгарки
4748.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина) Metabo w 18 l 9-125 (602247850)	Болгарка (акумуляторна кутова шліфмашина) metabo w 18 l 9-125 (602247850)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/bolgarka-akkumulyatornaya-uglovaya-shlifmashina-metabo-w-18-l-9-125-602247850	https://technocenter.in.ua/image/cache/catalog/Metabo/0224900_l52s_53-400x400.jpg	839764274	in stock	Болгарки
5457.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина)  Vitals Master Als 18125 Kit SmartLine+ (184443)	Болгарка (акумуляторна кутова шліфмашина)  vitals master als 18125 kit SmartLine+ (184443)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/bolgarka-akkumulyatornaya-uglovaya-shlifmashina-vitals-master-als-18125-kit-smartline-184443	https://technocenter.in.ua/image/cache/catalog/Vitals/ushm-akkumulyatornaya-vitals-master-als-18125-kit-smartline-10-510x390-400x400.jpg	1507963632	in stock	Болгарки
10295.00 UAH	Полірувальна Шліфмашина Makita SA7000C	Полірувальна шліфмашина makita SA7000C	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/poliruvalna-shlifmashina-makita-sa7000c	https://technocenter.in.ua/image/cache/catalog/makita/Makita%20SA7000C-500x500-400x400.jpg	3743049511	in stock	Болгарки
6374.00 UAH	Кутова Шліфувальна Машина Makita GA7010C	Кутова шліфувальна машина makita GA7010C	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifuvalna-mashina-makita-ga7010c	https://technocenter.in.ua/image/cache/catalog/makita/ga7010c-500x500-400x400.jpg	4147601143	in stock	Болгарки
2786.00 UAH	Болгарка (Кутова Шліфмашина) Metabo Wev 850-125 (603611000)	Болгарка (кутова шліфмашина) metabo wev 850-125 (603611000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifmashina-metabo-wev-850-125	https://technocenter.in.ua/image/cache/catalog/makita-1317C/wev-850-125-0361100s_51-400x400.jpg	1238263234	in stock	Болгарки
1951.00 UAH	Болгарка (Кутова Шліфмашина) Metabo w 750-125 (603605000)	Болгарка (кутова шліфмашина) metabo w 750-125 (603605000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18879	https://technocenter.in.ua/image/cache/catalog/Metabo/Metabo_W750_125_750-500x500-400x400.jpg	2857226487	in stock	Болгарки
7225.00 UAH	Болгарка (Кутова Шліфмашина) Metabo w 26-230 Mvt (606474000)	Болгарка (кутова шліфмашина) metabo w 26-230 mvt (606474000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18877	https://technocenter.in.ua/image/cache/catalog/Metabo/Metabo_W-26-230-MVT-500x500%20%281%29-400x400.jpg	2579587301	in stock	Болгарки
5058.00 UAH	Болгарка (Кутова Шліфмашина) Metabo w 2200-230 (606437000)	Болгарка (кутова шліфмашина) metabo w 2200-230 (606437000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18875	https://technocenter.in.ua/image/cache/catalog/Metabo/METABO%20W%202200-230-500x500-400x400.jpg	1597377325	in stock	Болгарки
4269.00 UAH	Болгарка (Кутова Шліфмашина) Makita M9003	Болгарка (кутова шліфмашина) makita M9003	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifmashina-makita-m9003	https://technocenter.in.ua/image/cache/catalog/makita/m9003_makita%20%281%29-500x500-400x400.jpg	2100055482	in stock	Болгарки
6686.00 UAH	Болгарка (Кутова Шліфмашина) Makita GA9050	Болгарка (кутова шліфмашина) makita GA9050	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifmashina-makita-ga9050	https://technocenter.in.ua/image/cache/catalog/makita/Makita%20Kutova%20shlifmashyna%20GA7020-500x500-400x400.jpg	3245554911	in stock	Болгарки
7543.00 UAH	Болгарка (Кутова Шліфмашина) Makita GA9020	Болгарка (кутова шліфмашина) makita GA9020	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifmashina-makita-ga9020	https://technocenter.in.ua/image/cache/catalog/makita/ga9020_makita-500x500-400x400.jpg	43507473	in stock	Болгарки
7371.00 UAH	Болгарка (Кутова Шліфмашина) Makita GA7020	Болгарка (кутова шліфмашина) makita GA7020	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifmashina-makita-ga7020	https://technocenter.in.ua/image/cache/catalog/makita/makita-70202-500x500-400x400.jpg	1268553402	in stock	Болгарки
2899.00 UAH	Болгарка (Кутова Шліфмашина) Makita GA5030	Болгарка (кутова шліфмашина) makita GA5030	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18895	https://technocenter.in.ua/image/cache/catalog/makita/Kutova%20shlifmashyna%20Makita%20GA5030-500x500-400x400.jpg	2307068087	in stock	Болгарки
2786.00 UAH	Болгарка (Кутова Шліфмашина)  Metabo w 850-125 850 Вт, М14 (603611000)	Болгарка (кутова шліфмашина)  metabo w 850-125 850 вт, М14 (603611000)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18872	https://technocenter.in.ua/image/cache/catalog/Metabo/74_600-500x500%20%281%29-400x400.jpg	3639496376	in stock	Болгарки
2167.00 UAH	Болгарка (Кутова Шліфмашина)  Metabo w 850-125 (603608010)	Болгарка (кутова шліфмашина)  metabo w 850-125 (603608010)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/kutova-shlifuvalna-mashina-metabo-w-850-125	https://technocenter.in.ua/image/cache/catalog/makita-1317C/wev-850-125-0361100s_51-400x400.jpg	1100980239	in stock	Болгарки
6825.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина) Metabo Wb 18 Ltx Bl 125 Quick Каркас (613077840)	Болгарка (акумуляторна кутова шліфмашина) metabo wb 18 ltx bl 125 quick каркас (613077840)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/bolgarka-akkumulyatornaya-uglovaya-shlifmashina-metabo-wb-18-ltx-bl-125-quick-karkas-613077840	https://technocenter.in.ua/image/cache/catalog/Metabo/metabo-wb-18-ltx-bl-125-quick-500x500-400x400.jpg	1428539740	in stock	Болгарки
12120.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина)  Makita X-LOCK DGA521ZX1	Болгарка (акумуляторна кутова шліфмашина)  makita X-LOCK DGA521ZX1	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky/akumulyatorna-kutova-shlifmashina-makita-x-lock-dga521zx1	https://technocenter.in.ua/image/cache/catalog/makita/DGA521ZX1_makita2-500x500-500x500-400x400.jpg	338965457	in stock	Болгарки
8154.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина) Makita DGA504Z	Болгарка (акумуляторна кутова шліфмашина) makita DGA504Z	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18892	https://technocenter.in.ua/image/cache/catalog/makita/Bolgarka%20Makita%20DGA504Z-500x500-400x400.jpg	974635154	in stock	Болгарки
4128.00 UAH	Болгарка (Акумуляторна Кутова Шліфмашина)  Metabo w 18 7-125 (602371850)	Болгарка (акумуляторна кутова шліфмашина)  metabo w 18 7-125 (602371850)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/bolgarky?product_id=18869	https://technocenter.in.ua/image/cache/catalog/w-18-7-125-0237184s_51-400x400.jpg	3769280004	in stock	Болгарки
2786.00 UAH	Технічний Фен Metabo Hg 20-600	Технічний фен metabo hg 20-600	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/budveln-feni?product_id=18881	https://technocenter.in.ua/image/cache/catalog/Metabo/Metabo_Control-HE-23_650-500x500-400x400.jpg	778031491	in stock	Будівельні Фени
3571.00 UAH	Технічний Фен Makita HG5030K	Технічний фен makita HG5030K	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/budveln-feni/tehnichnij-fen-makita-hg5030k	https://technocenter.in.ua/image/cache/catalog/makita/hg5030k_makita-500x500-400x400.jpg	2846725459	in stock	Будівельні Фени
3716.00 UAH	Термофен Metabo Control He 23-650	Термофен metabo control he 23-650	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/budveln-feni?product_id=18878	https://technocenter.in.ua/image/cache/catalog/Metabo/hge-23-650-lcd-0306500s_51-400x400.jpg	1658032502	in stock	Будівельні Фени
9240.00 UAH	Відбійний Молоток Електричний Vitals Master At 1745HL (52097)	Відбійний молоток електричний vitals master at 1745HL (52097)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/vidbiyni-molotki?product_id=19198	https://technocenter.in.ua/image/cache/catalog/Vitals/at-1745hl_2-510x390-400x400.jpg	3919829728	in stock	Відбійні Молотки
4714.00 UAH	Акумуляторний Ударний Гайкокрут Makita DTW190Z (Без Акб)	Акумуляторний ударний гайкокрут makita DTW190Z (без акб)	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/gaikokrut/akumulyatornij-udarnij-gajkokrut-makita-dtw180z	https://technocenter.in.ua/image/cache/catalog/dtw190z.1800x1800w-400x400.jpg	2732017835	in stock	Гайковерти
1650.00 UAH	Гравер (Шліфмашина Пряма) Luno 135 Вт з Гнучким Валом + 40 Аксесуарів (79314)	Гравер (шліфмашина пряма) luno 135 вт з гнучким валом + 40 аксесуарів (79314)	https://technocenter.in.ua/uk/shlifmashina-pryama-graver-luno-135-vt-z-gnuchkim-valom-40-aksesuariv	https://technocenter.in.ua/image/cache/catalog/1_log/79314-400x400.jpg	3878322608	in stock	Гравери
4445.00 UAH	Дриль Ударний Metabo Sbe 760	Дриль ударний metabo sbe 760	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli?product_id=18882	https://technocenter.in.ua/image/cache/catalog/Metabo/Drel%27%20udarnaya%20METABO%20SBE%20760-500x500-400x400.jpg	1825505992	in stock	Дрилі
2167.00 UAH	Дриль Ударний Metabo Sbe 650 Шзп	Дриль ударний metabo sbe 650 шзп	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli?product_id=19185	https://technocenter.in.ua/image/cache/catalog/sbe-650-0074200s_51%20%281%29-400x400.jpg	597441592	in stock	Дрилі
1960.00 UAH	Дриль Ударний Metabo Sbe 650	Дриль ударний metabo sbe 650	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli?product_id=18883	https://technocenter.in.ua/image/cache/catalog/Metabo/drel-udarnaya-metabo-sbe-650-zvp-chemodan-700x700-500x500-400x400.jpg	1004689025	in stock	Дрилі
2332.00 UAH	Дриль Ударний Makita m 0801	Дриль ударний makita m 0801	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli/dril-udarnij-makita-m-0801	https://technocenter.in.ua/image/cache/catalog/makita/makita_m0801-500x500-400x400.jpg	2432128924	in stock	Дрилі
3282.81 UAH	Дриль Ударний Makita HP1640	Дриль ударний makita HP1640	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli?product_id=18901	https://technocenter.in.ua/image/cache/catalog/makita/Makita%20HP1640-500x500-400x400.jpg	1413367065	in stock	Дрилі
7328.00 UAH	Акумуляторний дриль-шурупокрут Metabo Bs Basic 18 Set Mobile Workshop	Акумуляторний дриль-шурупокрут metabo bs basic 18 set mobile workshop	https://technocenter.in.ua/uk/elektroinstrument-i-komplektuyuchie/druli?product_id=18871	https://technocenter.in.ua/image/cache/catalog/bs-18-set-0220788s_51-400x400.jpg	1461884465	in stock	Дрилі
